first_name,last_name,dob,ent_id,id,block
JUERGUEN,WAGNER HOFFMANN,1970/02/25,2907,173,W
JAN,POHL,1999/01/03,2912,829,P
PAFUL,PFEIFFER,1956/10/20,2926,2904,P
UWE,MUELLER,1937/11/28,2942,854,M
JUERGEN,SCHNEIDER,1960/06/30,3004,1841,S
JUERGDEN,LORENZ,1950/03/18,3064,2433,L
DIETER,RICHFER,1995/09/03,3222,1342,R
MARTIN,BUSCH,1962/06/28,3271,788,B
PHILIPP,WOLF,1938/09/30,3351,1564,W
JOHANNES,RICHTER,1964/07/14,3386,1816,R
HERBERT,KLEIN,1981/03/26,3417,2883,K
THOMAS,MUELLER,2004/03/09,3435,989,M
ANDIREAS,SCHNEIDER,1995/07/24,3443,3691,S
ALEXANDER,SCHMITZ,1990/10/01,3546,1196,S
MICHAEL,SCHMIDT,1959/11/27,3579,4378,S
HARALD,FUCHS,1954/11/20,3584,85,F
GUENTHER HELMUT,BRAUN,1950/19/05,3597,272,B
MICHAEL HORST,HARTMANN,1947/09/03,3624,2103,H
GUENTUHER,MUELLER,2003/09/02,3640,2120,M
THOMAS,NEUMANN,1978/11/03,3648,1489,N
WERNER,SCHMIDT,1975/11/21,3662,3084,S
PEPTER,FRANK,1990/07/01,3679,831,F
ANDRUEAS RALF,KOEHLER,1958/07/29,3691,2416,K
THOMAS,KOCH,1957/08/16,3768,1199,K
MARKUS,SCHNEIDER,1996/04/05,3769,1634,S
WALDTER,SCHREIBER,1998/02/22,3830,3512,S
OLIVERH,SCHMITZ,2000/09/28,3886,1439,S
JOACHIJM,SCHREIBER,1953/02/10,3922,4080,S
THOMAS,SCHMID,1993/03/05,3964,317,S
CARSTEN,KUHN,1966/12/17,3966,1101,K
RENE,MUELLER,1980/08/27,4052,659,M
FRANK,WERNER,2001/12/17,4118,1933,W
MANFRED,MEYER,1964/03/25,4129,670,M
MARTIN,SCHROEDER,1928/09/23,4130,3894,S
RAINER,MUEGLLER,1961/07/06,4149,221,M
INGGO,MUELLER,2007/05/09,4162,2498,M
FRANK,KRUEGER,1952/08/05,4222,467,K
FRANAK,RICHTER,1954/09/05,4233,1126,R
ERNST,SCHUBERT,1925/01/30,4280,3268,S
HORST,GUENTHER,1965/01/08,4348,1591,G
UWE,FRANK,1966/08/27,4362,1549,F
HORST FRIEDRICH,LAMGE,1975/04/19,4399,1838,L
HELMUT,MUELLER,1961/07/29,4430,720,M
UWE,SCHUMACHER,1985/09/08,4472,2947,S
UWEY,BECKER,1967/09/11,4496,1962,B
ELISABETH,NEUMANN,1932/02/09,4523,6061,N
PETFRA,SCHUMACHER,1928/10/17,4527,5880,S
JOHCANNA,OTTO,1967/00/01,4562,6301,O
IRMGARD,VOGDL,1966/11/12,4575,8781,V
BARBARA,HOFFMANN,1942/07/01,4589,5251,H
ANDREA,SCHMIDT,1958/04/27,4682,8665,S
SABIENE,HEINRICH,1926/09/23,4690,7627,H
ANNA,BERGER,1929/09/30,4699,6083,B
CHRISCTA,GUENTHER,1969/10/29,4707,6727,G
ERNA PETRA,VOGT,1959/07/17,4712,8574,V
SABINE,SEIDEL,1994/06/23,4736,5699,S
KARIN ANDREA,MUELLER,1985/08/06,4746,8006,M
INGE,SCHMIST,1993/08/13,4751,7164,S
HELENE,SCHMIDT,1983/10/22,4809,7459,S
RENATE,HOFMNN,1973/02/05,4820,6808,H
MARGARETE,STEIN,1948/09/04,4881,5943,S
GERDA,ALBRECHT,1956/02/17,4886,5978,A
MONIKA,FISCBER,1942/04/26,4924,5237,F
BIRGIT,RICHTER,1947/11/26,5022,7605,R
CLAUDIA,WINKLER,1982/01/08,5100,5714,W
KATHRIN,FRIEDRICH,1930/07/25,5255,6387,F
ELISABETH,SCHROEDER,1959/03/15,5296,5651,S
RENATE,FISCHER,1966/05/11,5297,5074,F
RENATE,OTTO,1943/08/29,5306,6290,O
GERDA,FISCJER,1981/02/11,5308,6844,F
INGEBORG,BECKER,2000/01/21,5342,5826,B
CHRGISTA,BERGMANN,1941/03/29,5360,7044,B
GISXELA,SEIDEL,1985/03/22,5438,5990,S
MAIKE,HOFFMANN,1958/07/16,5505,6230,H
PETWRA,HAAS,1953/02/24,5570,6585,H
NICOLE,MEYPER,1988/02/27,5598,8141,M
CHRISTA,WOLFF,1990/06/14,5618,6130,W
SUSANNE,KOCH,1981/12/31,5634,8325,K
CHRISTA,RICHTER,1962/07/22,5819,7597,R
SABINE,HERRMANN,1948/09/04,5866,5302,H
ERIKA,SCHULZ,1967/07/28,5884,7548,S
GISELA,FRANK,1942/10/31,5904,5692,F
MARION,HORN,1964/05/20,5970,7939,H
GERTRUD,OTTO,1939/07/10,6022,8649,O
ERIKA,SCHULZ,1985/08/19,6065,6960,S
HELGA,BECKER,1930/10/15,6123,6560,B
GIESELA,KOEHLER,1995/10/01,6137,8203,K
ANNA,MUELLER,1934/10/29,6159,6347,M
ANGELIKA,SCHULZ,1947/06/24,6177,5120,S
KARIN,MEYER,1939/04/28,6203,5716,M
MONIKA RENATE,SCHREIBER,1941/02/22,6207,6304,S
KARWIN,MEYER,1950/05/12,6217,8616,M
GISELA,SIMON,2006/07/04,6227,6696,S
ANDREA,SCHULZE,1979/10/28,6292,5718,S
ANXJA,KLEIN,1954/09/28,6293,8590,K
MARIA,FUCHS,1929/12/12,6297,5216,F
KARIN,SCHAEFER,1931/02/25,6361,5020,S
JUTRTA,SCHNEIDER,2001/08/29,6409,8166,S
CLAUDIA,WALTER,1926/01/01,6414,7153,W
BARBARA,SCHUBERT,2004/08/06,6419,9010,S
MARION,MEYER,1964/09/20,6578,7536,M
PETRA,LANGE,1982/05/24,6580,7440,L
SABINE,SCHREIBER,1997/09/03,6586,8232,S
HEIKET,BERGER,1963/07/13,6600,7622,B
CHRISTINA ANNA,FRANKE,1997/08/13,6614,8379,F
SABINE,FRANK,1931/04/72,6623,8382,F
GISELA,HOFFQANN,2004/02/23,6635,7478,H
SABINE,LANGE,1953/01/26,6639,7129,L
BRIGITTE,WINTER,1983/05/16,6684,8430,W
INGE,MAIER,2006/12/18,6706,6100,M
URSULA,LORENZ,1947/12/20,6717,8657,L
ELKE,POHL,1953/01/08,6723,5226,P
PETRA,SCHULZ,1988/04/26,6731,8405,S
ELISABETH,HUBER,1948/01/25,6755,5218,H
ANGELBIKA,LUDWIG,1974/02/19,6862,5414,L
KARIN,MUELLER,1974/02/09,6888,5885,M
ANNA,WEISS,1961/10/24,6923,7196,W
URSTULA,MARTIN,1963/06/08,6944,7115,M
HANNELORE,MUELLER,1951/08/17,6967,6175,M
GERDA,KELLER,1947/08/16,6969,8240,K
HEIKE BIRGIT,MUELLHER,1967/07/18,6970,5185,M
INGRID HELGA,KRAUSE,2004/04/20,7014,8691,K
INGEBORG,RICHTER,1995/05/02,7030,6038,R
SILKEF,HERRMANN,1958/07/23,7062,6409,H
HILDEGARD,MEYER,1937/09/06,7093,6770,M
KARIN,KRAUS,1953/02/02,7121,6077,K
CHRISTCEL,JAEGER,1951/12/14,7240,5461,J
ANNELIESE,SCHMITT,1947/08/24,7349,6527,S
INGE,HAAS,1948/06/25,7475,5767,H
ELKE,WEBET,1949/04/11,7479,6344,W
KATHRIN,MEIER,1932/06/28,7540,8646,M
RENATE,KOEHLER,1951/11/27,7549,7177,K
SABINE URSULA,PETEFS,1935/10/25,7568,7606,P
MONIKA,HOFFMANN,1949/05/42,7569,7838,H
RENATE,HORN,1994/11/81,7602,5253,H
URSULA,ZIMMERMANN,1948/04/27,7603,5814,Z
STEFANIE HEIKE,BECKER,1975/12/12,7624,7211,B
MARMION,SOMMER,1928/04/04,7641,6602,S
HELGA,SCHNEIDER,1934/09/06,7695,7610,S
CHRISTTEL,MAIER,1966/06/12,7720,5966,M
URSULA,FISCHER,1978/05/14,7727,7282,F
URSULA,HAHN,1950/04/23,7799,5145,H
MARION,SCHULZ,2094/06/24,7802,7328,S
RENATAE,SCHMIDT,1924/03/18,7808,5293,S
ANJA,ENGELM,1970/10/16,7863,9407,E
HANNELORE,ZIEGLRR,1999/02/04,7983,8579,Z
ELFRIEDE,SCHMIDT,1941/08/05,8030,7812,S
CHRISNTA REGINA,SCHAEFER,1980/06/04,8031,7389,S
WALTRAUD,SCHULZ,1991/02/02,8110,6148,S
MARIA,SCHNEIDER,1937/02/23,8117,5331,S
PETRA,MUELLER,1971/06/26,8145,5044,M
INGEBUORG,SCHULZ,1956/10/05,8164,9606,S
BIRGIT,MEYER,1924/12/06,8167,5418,M
LIESELOTTE,BRAUN,1935/03/20,8208,6021,B
INGRID,BRAUN,1967/10/14,8248,6564,B
CORNELIA,VOGEL,1991/07/29,8262,5068,V
STEFANIE,SCHMIDT,1972/07/23,8266,7179,S
SUSAXNNE,SCHMITZ,1999/05/13,8267,6477,S
CHRISTINE,STEIN,1930/09/14,8275,6570,S
KATJA,MEYER,1996/03/06,8342,6638,M
GISELA,SCHUMACHER,1957/11/29,8344,5049,S
ERIKA,FISCHER,1947/04/18,8350,7209,F
BIRGIT,WEBER,1980/11/10,8373,6760,W
BIRGIT RUTH,ALBRECHT,1947/12/03,8402,5304,A
NICOLE,FRANKE,1931/04/26,8444,8406,F
ILSE,SOMMER,1932/07/04,8516,5193,S
HELGA,LEHMANN,1971/03/05,8527,5702,L
INGE,KOCH,1936/04/21,8539,5518,K
HELGA,HERRMANN,1952/03/15,8630,5828,H
GERDAY,VOGEL,1994/08/04,8723,7234,V
STEFANIE,MUELLER,1952/01/12,8732,5593,M
GABRIELE,SCHAECER,1930/02/05,8774,5614,S
EDITH,OTTO,1973/10/14,8777,5107,O
PETRA ELFRIEDE,HOFMANN MEYER,1955/01/14,8793,7333,H
HELGA,HOFFMANN,1964/05/07,8794,6302,H
ELKE,SCHAEDER,1949/01/25,8826,6772,S
GABRIELE,SCHMIDT,1938/06/13,8831,5963,S
BRIGITTE,THOMAS,1950/04/01,8834,7318,T
BIRGIT,BQUER,1967/04/12,8856,5431,B
BRIGILTTE MARGOT,SOMMER,2000/06/19,8864,5359,S
SABEINE,ENGL,1970/02/21,8889,8555,E
ILSE,KOEHLWR,1947/11/28,8891,5117,K
UTE,SCHMITD,1940/04/19,8919,6041,S
BIRGIT,HUFMANN,1971/04/04,8944,5456,H
BRIGITTE BRIGITTE,BECJER,1964/01/31,8979,7635,B
BERND,HOFFMANN,1964/08/31,26,4370,H
ROLF,HOFMANN,1984/11/02,101,1062,H
KLAUS,BAUER,2000/05/15,132,324,B
ANDRE,MUELLER,1950/10/19,133,2085,M
ROLF,STEIN,1953/06/24,134,924,S
ANDREAS KLAUS,MEYER,1982/05/23,156,394,M
CHRISTIAN,HOFFMANN,1975/05/12,161,804,H
HORST,WEBER,1979/11/06,165,3544,W
GUENTTHER,HOFFMANN,1942/11/11,189,624,H
ANDREAS,JAEGER,1934/07/13,234,2075,J
ANDREAS,SCHMIDT,2005/06/24,237,2504,S
JENS,SCHNEIDER,1963/07/28,276,354,S
ANDREAS,SCHMITZ,1988/12/06,356,1978,S
ANDREAS,HARTMANN,1945/12/19,404,2277,H
MATTHIAS,MUELLER,1947/05/26,408,4564,M
HORST MATTHIAS,NEUMANN,1963/01/05,412,627,N
GUENTHER,SCHOLZ,1963/09/17,457,2166,S
AXEL,WAGNER,1954/09/15,593,4464,W
ANDREAS,WOLFF,1953/07/17,618,2612,W
CHRISTIAN,HOFFMANN,1966/10/14,635,2466,H
ULRICH,HOFFMANN,1969/02/14,725,1881,H
WILLZI,ERNST,1959/06/29,741,1832,E
CHRISTIAN,HOFMANN,1966/06/21,778,158,H
CHRISTIAN,WAGNER,1963/05/08,809,4128,W
DIETER,SCHMITZ,1949/01/25,849,2991,S
PETER,OTTO,1956/03/24,899,2344,O
MATTHIAS,WOLFF,1966/03/29,938,3308,W
GUENTHER,HOFFMANN,1955/04/14,940,3594,H
STEFAN,DIETRICH,1949/06/10,973,4739,D
MATTHIAS,MUELLLER,1993/01/24,1005,51,M
MATTHIAS,MUELLER,1969/06/14,1046,1878,M
GUENTHER,SOMMER,1959/07/06,1084,3458,S
DIETER,KRAUSE,1962/06/16,1120,4353,K
HERMANN,ALBRECHT,1943/11/12,1127,4753,A
JOERG,KAISER,1968/09/14,1139,1632,K
CARSTEN,WOLFF,1967/03/23,1175,3740,W
ULRICH,HOFMANN,1964/02/08,1252,4086,H
SEBASTIAN,HOFMANN,1950/07/11,1264,1050,H
JENS,DIETRICH,1968/05/24,1367,634,D
WERNER,MUELLER,1955/08/06,1380,2864,M
JAN,JAEGER,1999/03/01,1396,1958,J
JAN,JAEGER,1990/03/01,1396,4983,J
GERHARD,WALTER,1972/05/30,1517,411,W
ALEXANDER,NEUMANN,1974/02/10,1544,4911,N
THORSTEN,JUNG,1975/06/04,1758,2758,J
JOACHIM,HOFMANN,1994/03/23,1760,756,H
GUENTHER,JUNG,1955/11/06,1762,121,J
GUEKNTHER,JUNG,1955/11/06,1762,1503,J
WOLFGANG,SCHMITT,1977/04/21,1775,4112,S
HORST,WERNER,1929/11/08,1835,3706,W
CHRISTIAN,HOFMANN,1982/07/19,1858,4303,H
JUERGEN,SCHMITT,2001/11/24,1862,513,S
PETER,OTTO,1958/06/05,1906,2304,O
HANS,SCHREIBER,2008/11/27,1914,1280,S
KARZL,ALBRECHT,1953/08/15,1942,2533,A
WOLFGANG,WEBER,1996/09/09,1954,570,W
JUERGEN,WOLFF,1939/07/24,2039,322,W
JENS,KELLER,1980/01/11,2063,3851,K
DIETER,HARTMANN,1965/11/08,2120,3318,H
KLAUS,SCHUBERT,1945/11/04,2145,4823,S
ANDRE,JUNG,1982/05/21,2159,4427,J
WOLFGANG,WERNER,1938/01/07,2290,3327,W
HORST,HOFMANN,1945/11/04,2358,1561,H
JUERGEN,SCHMIDT,1962/06/14,2363,2452,S
ALFRED,SCHROEDER,1962/06/14,2381,2490,S
ANDREAS,MUELLER,1935/09/04,2386,2797,M
ANDRE,NEUMANN,1938/02/08,2395,926,N
HORST,HOFMANN,1979/02/25,2416,2715,H
GERD,NEUMANN,1958/07/27,2419,2300,N
STEFAN,HOFFMANN,1984/06/26,2448,2027,H
KLAUS,HOFMANN,1965/08/11,2486,4746,H
JOACHIM,HOFFMANN,1924/07/07,2508,3784,H
MATTHIAS,MUELLER,1947/02/26,2524,3374,M
UWE,HAHN,1940/09/29,2526,3888,H
KLAUS,SCHWARZ,1971/11/17,2545,4505,S
WOLFGANG,WOLFF,1967/02/24,2625,2661,W
CHRISTIAN,WOLF,1982/02/17,2639,1086,W
DANIEL,SCHMITZ,1968/06/15,2700,1680,S
BERND,SCHMIDT,1986/06/20,2713,3644,S
KLAUS,HOFFMANN,1960/12/01,2741,639,H
JENS,ENGUL,1954/08/19,2745,4682,E
HORST,ENGEL,1980/12/07,2756,4539,E
CARSTEN,SCHUBERT,1947/07/22,2782,1675,S
ERNST,SCHULZ,1926/06/02,2817,191,S
HORST,WERNER,1970/05/12,2844,3251,W
GERD,WOLF,1964/01/08,2864,2987,W
HOLGER,STEIN,1959/10/13,2865,442,S
ANDREAS,HOFMANN,1979/02/19,2971,2985,H
WERNER,SCHMIDT,1953/06/24,3084,4516,S
WERNER,NEUMANN,1966/02/20,3182,3620,N
MATTHIAS,FISCHER,1997/08/13,3203,1703,F
MICHAEL,SCHNEIDER,1973/04/02,3290,833,S
THOMAS,SCHMIDT,2006/12/01,3342,1807,S
HELMUT,DIETRICH,1925/01/13,3380,3299,D
HELMUT,NEUMANN,1961/08/18,3415,4837,N
DIETER,SAUER,1964/11/02,3420,911,S
STEFAN,SCHUMACHER,1983/05/19,3432,40,S
GUENTHER,HOFMANN,1952/10/15,3503,3555,H
GUENTHER,JAEGER,1946/01/14,3510,3541,J
JENS,SCHMIDT,1928/09/03,3538,4828,S
ALEXANDER,SCHMITZ,1964/10/01,3546,3662,S
HANS,SCHULTE,1964/10/01,3555,242,S
PETER,HOFFMANN,1974/01/26,3603,276,H
PATRICK,SCHWARZ,1953/06/24,3659,2021,S
WILHELM,SCHMIDT,2006/01/24,3754,3341,S
GERD,NEUMANN,1942/04/07,3799,1070,N
HORST,ENGEL,1944/11/03,3811,1968,E
HORST,ENGEL,1996/11/10,3854,987,E
ANDREAS,WOLF,1977/07/03,3866,4390,W
WERNER,HOFFMANN,1962/11/26,3873,1452,H
CHRISTIAN,HOFFMANN,1968/08/20,3943,288,H
MICHAEL,SCHMITZ,1988/06/03,4001,3853,S
JUERGEN,WOLF,1943/03/25,4024,1208,W
THOMAS,NEUMANN,1951/03/06,4034,4947,N
KLAUS,WALTER,1968/01/18,4040,2397,W
MATTHIAS,MUELLER,1966/09/21,4081,856,M
ANDREANS KARL,HOFMANN,1954/12/19,4089,420,H
ANDREAS KARL,HOFMANN,1954/12/19,4089,4139,H
JUERGEN,HOFFMANN,1986/11/25,4091,2224,H
DIETER,HOFFMANN,1965/12/02,4178,3883,H
MARTIN,SCHNEIDER,1943/09/23,4183,3343,S
JUERGEN CHRISTIAN,KOCH,1952/01/05,4200,4909,K
KARL,KOERTIG,2002/06/28,4273,4613,K
STEFAN,HOFMANN,1988/08/05,4326,2449,H
STEFAN,HOFFMANN,1982/01/29,4494,919,H
ERNA,NEUMANN,1952/02/15,4502,8879,N
MARIA,BECKER,1961/07/30,4509,7864,B
ELKE,NEUMANN,1953/05/06,4517,5858,N
ELISABETH,NEUMANN,1932/02/09,4523,6061,N
JOHANNA,OTTO,1967/03/01,4562,7191,O
MARIANNE,WOLFF,1963/03/03,4595,6150,W
GABRIELE,NEUMANN,1962/11/09,4654,5686,N
SABINE,HOFFMMANN,1976/11/16,4687,9770,H
INGRID,HOFFMANN,1953/06/08,4741,8645,H
GERTRUD,DIETRICH,1987/04/18,4748,9243,D
JUTTA,ALBRECHT,1997/07/22,4754,9032,A
CORNELIA,SCHNEIDER,1974/04/22,4790,9522,S
ERIKA,JUNG,1988/01/24,4800,6317,J
CHRISTA,ALBRECHT,1989/11/06,4825,6677,A
BRIGITTE,ALBRECHT,1982/11/02,4847,5248,A
CLAUDIA,DIETRICH,1974/03/08,4885,6565,D
GERDA,ALBRECHT,1956/02/17,4886,5978,A
MARTINA,MUELLER,1954/07/10,4892,6724,M
KARIN,SCHULZ,1968/06/15,4919,9956,S
MARTHA,KRAUS,1980/01/11,4943,7229,K
GISELA,HOFFMANN,1944/06/28,4978,9863,H
YVONNE,WOLF,1954/09/15,5098,8353,W
KARIN,WOLF,1979/04/10,5099,5375,W
ANDREA,HOFFMANN,1975/03/16,5118,7292,H
RENATE,BECKER,1943/12/27,5185,9643,B
BETTINA,MEYER,1965/11/20,5188,6415,M
RENASTE,OTTO,1943/08/29,5306,7866,O
ERIKA,WEBER,1958/01/01,5316,6965,W
RENATE,SCHWARZ,1981/12/28,5391,6448,S
RENATE UTE,SCHULZ,1935/03/22,5394,5424,S
BRIGITTE,WOLFF,1954/02/07,5400,7721,W
ANDREA,HOFFMANN,1987/12/26,5415,9617,H
KATHRIN,SCHAEFER,1972/07/13,5441,8612,S
ELFRIEDE,FISCHER,1992/02/02,5442,7572,F
ANDREA,NEUMANN,1975/08/09,5459,6256,N
STEFANIE,DIETRICH,1999/07/11,5472,7480,D
CHRISTINE,MEYER,1978/02/12,5483,8465,M
KARIN,WOLFF,1929/05/22,5547,7504,W
STEFANIE,DIETRICH,1997/02/15,5559,5310,D
RENATE,WEISS,1979/12/25,5562,6848,W
MONIKA,WOLF,1966/09/21,5563,9490,W
INGRID,JUNG,1958/04/10,5571,7676,J
PETRA,MUELLER,1958/05/13,5590,5121,M
CHRISTA,WOLFF,1990/06/14,5618,6130,W
ERIKA,HOFMANN,1962/05/21,5680,7360,H
PETRA,STEIN,1967/05/12,5681,7155,S
SIGRID,MEYER,1966/05/10,5684,7887,M
BRIGITTE,MEIER,1964/01/31,5691,9750,M
ERNA,SCHMIDT,1974/04/22,5702,5139,S
ELISABETH,FRIEDRICH,1982/10/26,5733,6891,F
INGRID,HOFFMANN,1963/08/29,5746,9689,H
MAIKE SABINE,NEUMANN,1964/05/14,5755,9656,N
GISELA ANGELA,ALBRECHT,1960/12/27,5761,5475,A
GISELA ANGELZ,ALBRECHT,1960/12/27,5761,6803,A
GISELA,WEBER,1979/12/25,5813,8566,W
ERIKA ANDREA,HOFFMANN,1928/10/17,5880,8704,H
ERIKA,DIETRICH,1935/09/29,5893,9289,D
MARIA,JUNG,1980/12/26,5916,8459,J
MONIKA,HOFMANN,1947/04/16,5957,5554,H
ANNA,SCHMIDT,1949/01/03,5975,8828,S
GERTRUD,OTTO,1939/03/10,6022,9404,O
ERIKA,SCHULZ,1984/08/19,6065,7886,S
CHRISTA,HOFFMANN,1953/06/02,6075,9634,H
MARIE,HERRMANN,1978/12/16,6077,7731,H
KATHRIN,SCHULTE,1972/12/17,6111,7438,S
GERTRUD,MEIER,1975/05/08,6132,8180,M
NADINE,JUNG,2007/11/04,6146,5221,J
MONIKA,SCHUBERT,1942/09/17,6182,6003,S
SANDRA,FUCHS,1944/07/31,6265,5871,F
MARIA,HOFMANN,1969/02/13,6374,6242,H
URSULA,WAGNER,1974/02/16,6384,6729,W
ANJA,NEUMANN,1963/11/01,6385,5809,N
HEIKE,SCHNEIDER,1988/04/26,6501,5081,S
STEFANIE,HOFFMANN,1930/02/24,6512,6601,H
ANNA,SCHMIDT,1977/03/30,6518,5689,S
PETRA,SCHULZ,1960/08/13,6525,7120,S
MARIANRNE,JUNG,1941/03/13,6540,7098,J
INGRID,JUNG,1948/12/11,6602,8920,J
KATHRIN,SCHMITT,1980/09/08,6617,8655,S
BRIGITTE,MUELLER,1952/05/21,6726,5846,M
KARIN,WOLF,1970/05/12,6738,9974,W
URSULA,ALBRECHT,1986/07/10,6742,5275,A
SUSANNE,OTTO,1964/10/14,6757,7537,O
RENATE,HOFMANN,1994/08/14,7129,9610,H
HEIKE,SAUER,1949/01/03,7132,7511,S
ERIKA,HOFFMANN,1937/03/26,7177,9621,H
RENATE,MOELLER,1974/08/22,7223,6935,M
CHRISTEL,JAEGER,1924/09/14,7262,7220,J
MONIKA,SCHAEFER,1949/02/07,7288,5972,S
GISELA,SCHNEIDER,1932/05/17,7297,7112,S
CHRISTINE,MEIER,1976/01/12,7322,9922,M
HERTHA,HOFFMANN,1993/02/21,7350,5295,H
SUSANNE,JAEGER,1989/01/26,7417,6911,J
CHRISTINA,HOFFMANN,1985/06/17,7507,5955,H
INGEBORG,SCHUSTER,1979/07/18,7574,5483,S
HERTHA,WOLF,1966/07/15,7637,5519,W
ERIKA ERIKA,NEUMANN,1974/07/03,7722,5557,N
MARTINA,HUBER,1925/03/21,7729,7880,H
ELISABETH,SCHMIDT,1949/04/03,7749,5873,S
CHRISTEL,HOFMANN,1976/10/02,7765,9624,H
CHRISTA,HOFMANN,1977/08/16,7820,6035,H
INGRID,SCHMITT,1975/07/07,7836,7376,S
ANJA,ENGEL,1970/10/16,7863,9887,E
RENATE,SCHUSTER,2006/07/20,7899,6168,S
CHRISTA,HOFFMANN,1963/09/16,7918,8135,H
ANDREA,WOLF,1974/02/16,8059,8588,W
CHRISTINE,SCHNEIDER,1980/09/08,8134,6782,S
CHRISTINA,WOLFF,1952/06/05,8202,9766,W
KATHARINA,WERNER,1967/02/03,8221,5642,W
