first_name,last_name,dob,ent_id,id,block
KURT,KUEHN,2003/06/12,119,4294,K
WERNER,SCHULZ,1974/01/23,120,1759,S
GERHARD,LEHMANN,1938/07/06,121,3733,L
JAN,WAGNER,1977/08/07,122,4444,W
ALEXANDER,KRAEMER,2001/03/12,123,1737,K
DIETER,WEBER,1978/07/12,124,851,W
WOLFGANG,WEISS,1943/12/13,125,332,W
WOLFZGANG,WEISS,1943/12/13,125,2931,W
WOLFGANG,ENGEL,1965/08/08,126,2527,E
ANDREAS,WALTER,1935/06/18,127,1615,W
HERBERT,SCHULZ,1939/11/22,128,2015,S
STEFAN,HUBER,1933/05/27,129,329,H
TOBIAS,HOFMANN,1939/04/30,130,1971,H
JENS MATTHIAS,MUELLER,1989/08/19,131,4023,M
KLAUS,BAUER,2000/05/15,132,324,B
ANDRE,MUELLER,1950/10/19,133,2085,M
ROLF,STEIN,1953/06/24,134,924,S
ROLF,STEIN,1953/06/23,134,2248,S
JUERGEN,SCHMITZ,2003/01/20,135,1674,S
HANSC,LORENZ,1930/08/22,136,888,L
HANS,LORENZ,1930/08/22,136,3419,L
JUERGEN,HORN,1999/06/28,137,4268,H
GUENTHER,OTTO,1956/04/03,138,4913,O
PATRICK,ROTH,2005/06/22,139,4319,R
CHRISTIAN,KRAUS,1970/07/11,140,4860,K
FRANK,KLEIN,1980/09/25,141,1948,K
HOLGER,BERGER,1997/12/08,142,1212,B
HOLGER,BERGER,1997/12/07,142,2233,B
STEFAN,SCHMIDT,1956/10/01,143,3747,S
MARTIN,SCHUBERT,1948/11/20,144,178,S
MARTKIN,SCHUBERT,1948/11/20,144,1570,S
JUERGEN,BECKER,1946/07/13,145,534,B
PETER,HEINRICH,1927/05/15,146,3428,H
WERNER,BRANDT,1998/09/18,147,915,B
JENS,SCHULZ,1951/07/24,148,1206,S
KLAUS,HEINRICH,1979/07/20,149,2476,H
LOTHAR,ZIMMERMANN,1995/12/14,150,1518,Z
CARSTEN,SCHNEIDER,1944/01/22,151,375,S
MATTHIAS,KUEHN,2003/07/04,152,585,K
JUERGEN,MUELLER,1964/05/02,153,1636,M
WOLFGANG,PFEIFFER,1935/06/06,154,2509,P
JENS,BERGER,1942/10/15,155,2515,B
ANDREAS KLAUS,MEYER,1982/05/23,156,394,M
UWE,MOELLER,1936/09/05,157,2403,M
UWE,MOELLER,1936/09/04,157,3537,M
HEINRICH,MUELLER,2002/01/10,158,451,M
FLORIAN,MEIER,2002/01/09,159,363,M
FLORIXAN,MEIER,2002/01/09,159,1924,M
HELMUT,MUELLER,1970/07/31,160,3677,M
CHRISTIAN,HOFFMANN,1975/05/12,161,804,H
MARTIN,BUSCH,1956/03/20,162,2172,B
MICHAEL,GROSS,1983/03/16,163,4701,G
MATTHIAS,SCHWARZ,1951/03/04,164,4076,S
HORST,WEBER,1979/11/06,165,3544,W
HORST,WEBEH,1979/11/06,165,4200,W
MARKUS,MAIER,1973/11/14,166,2359,M
DIETER,MUELLER,1991/11/21,167,3538,M
JAN,WOLFF,2008/09/17,168,486,W
JAN,WOLFF,2008/04/17,168,2044,W
WILVHELM,HAHN,1979/11/28,169,936,H
WILHELM,HAHN,1979/11/28,169,986,H
HELMUT,SCHULZ,2008/07/03,170,1046,S
CARSTEN,SCHULTE,1962/12/04,171,1310,S
GUENTHER,THOMAS,2004/02/17,172,399,T
HOLGER,KUHN,1994/03/08,173,4088,K
OLIVER,ZIMMERMANN,1960/11/13,174,234,Z
OTTO,SCHOLZ,1955/12/27,175,4553,S
KLAUS,SCHMIDT,1994/01/31,176,314,S
BERND,MUELLER,1942/04/04,177,1394,M
ANDREAS,HOFFMANN,1990/01/23,178,95,H
HEINRICH,BAUER,1967/07/12,179,1167,B
JOERG,GROSS,1953/02/04,180,1185,G
JUERGEN,PETERS,1976/03/07,181,4440,P
STEFAN,WAGNER,1990/04/12,182,1872,W
BERND,KUEHN,2002/09/17,183,1578,K
BERND,KUEHN,2002/09/18,183,2468,K
STEFAN,KODHLER,1963/06/19,184,2804,K
STEFAN,KOEHLER,1963/06/19,184,2863,K
HEINZ,BERGMANN,1935/12/03,185,3494,B
FRANK,FRIEDRICH,1971/02/25,186,1600,F
RAINER,SCHULZE,1978/01/12,187,2474,S
MICHAEL,WEBER,1939/03/04,188,1860,W
GUENTTHER,HOFFMANN,1942/11/11,189,624,H
GUENTHER,HOFFMANN,1942/11/11,189,2882,H
KLAUS,LANGE,1991/12/30,190,4009,L
WOLFGANG,MUELLER,2002/12/28,191,2789,M
UWE,MEYER,1968/05/08,192,4046,M
MANFRED,MAYER,1936/04/21,193,2107,M
MANFRED,MAYWR,1936/04/21,193,4993,M
MICHAEL HARALD,KOEHLER,1948/10/27,194,459,K
GUENTHER,FRANK,1965/11/03,195,4417,F
WALTER,FISCHER,1989/12/10,196,3397,F
ANDREAS,MAYER,1940/06/21,197,334,M
HORST,SCHUBERT,1927/04/14,198,3092,S
STEFAN,HORN,1940/06/05,199,4768,H
HEINZ,MAOER,1949/01/13,200,87,M
HEINZ,MAYER,1949/07/13,200,3965,M
GERHARD,JUNG,2003/11/16,201,3826,J
THOMAS,SCHMIDT,2006/03/30,202,544,S
RAINER,FISCHER,1962/04/30,203,3392,F
ANDREAS,WAGNER,1959/04/28,204,3803,W
GERHARD,FISCHER,1967/10/20,205,3197,F
GERHARD,FISCHER,1967/10/23,205,3844,F
MATTHIAS,HUBER,1988/08/26,206,642,H
RALF,WAGNER,1933/09/07,207,687,W
HEINZ,WOLF,1975/06/06,208,3360,W
SIEGFRIED,WAGNER,1925/12/24,209,4096,W
MARTIN,SCHULZ,1967/11/28,210,1915,S
KARL,KRAUS,1964/12/27,211,3373,K
TIM,BRAUN,1971/04/15,212,4113,B
OLIVER,SCHMITT,1965/08/18,213,4083,S
OLIVER,HERRMANN,1934/02/09,214,482,H
RUEDIGER,LANGE,1941/12/20,215,3703,L
RUEDIGER,LANGER,1941/12/20,215,3766,L
UWE,LANGE,2003/04/15,216,1451,L
WOLFGANG,HOFFMANN,2004/02/25,217,4674,H
JAN,THOMAS BECKER,2002/12/22,218,33,T
THOMAS,OTTO,1963/08/19,219,3440,O
WILHELM,MUELLER,1964/09/07,220,4341,M
GEORG,SIMON,1954/10/14,221,2574,S
DIETER,SCHNEIDER,1952/01/04,222,1049,S
KURT,MUELLER,1966/09/12,223,17,M
STEFAN,NEUMANN,1973/12/28,224,2071,N
HANS,KRAEMER,1978/06/13,225,1227,K
JUERGEN,WEBER,1993/10/23,226,2176,W
HORST,SCHULTE,1999/10/22,227,1004,S
HORSTZ,SCHULTE,1999/10/22,227,1484,S
PATRICK,HEINRICH,1927/06/28,228,862,H
WALTER,SCHMID,1958/12/17,229,4264,S
ANDREAS,BECK,1969/07/09,230,452,B
THOMAS,LANGE,1999/07/23,231,4569,L
HORSZT,SCHWARZ,9185/10/14,232,492,S
HORST,SCHWARZ,1985/10/14,232,1798,S
GEORG,SIMON,1967/10/20,233,4237,S
ANDREAS,JAEGER,1934/07/13,234,2075,J
ANDREAS,JAEGER,1936/07/13,234,3579,J
GUENTHER,MUELLER,1953/04/11,235,1698,M
HANS,SCHMIDT,1942/10/23,236,916,S
ANDREAS,SCHMIDT,2005/06/26,237,1348,S
ANDREAS,SCHMIDT,2005/06/24,237,2504,S
PETER,WEISS,1971/05/21,238,563,W
JAN,HAAS,2000/06/15,239,4408,H
DIETER,SCHNEIDER,2000/04/27,240,589,S
CHRISTIAN,MEYER,1997/06/07,241,3187,M
RALF,HAHN,1997/02/07,242,220,H
GUENTHER,WINTER,2000/06/19,243,3999,W
MARRK,SCHAEFER,1947/01/28,244,937,S
MARK,SCHAEFER,1947/01/28,244,4886,S
JUERGEN,SCHMID,1943/09/03,245,524,S
FRANK,STEIN,1929/04/13,246,784,S
MANFRED,WALTER,1938/05/25,247,637,W
JOERG,MUELLER,1960/08/24,248,2570,M
GEORG,SCHMIDT,1956/12/25,249,3234,S
GERHARD,BECKER,1957/04/27,250,372,B
JOERG,FISCHER,1937/02/09,251,1676,F
JOERG,FISCHER,1938/02/09,251,3203,F
WOLFGANG,HOFFMANN,1973/02/13,252,1864,H
CARSTEN KLAUS,ZIMMERMANN,1956/01/10,253,4129,Z
DIETER,HOFFMANN,1959/01/24,254,74,H
DIETER,HOFFMANN,1959/01/25,254,1405,H
UWE,WERNER,1939/09/15,255,3484,W
FRANK,SEIDEL,1987/02/23,256,1406,S
SVEN,KOCH,1970/11/01,257,1667,K
PETER,SCHOLZ,1957/03/20,258,3864,S
PETER,ALBRECHT,1968/06/01,259,2652,A
THOMAS,SCHUSTER,1936/05/18,260,2617,S
FRANK,KUHN,1963/08/13,261,1262,K
PETER,MUELLER,1993/07/11,262,2234,M
WOLFGANG,ENGEL,2007/12/19,263,3164,E
ANDREAS,MUELLER,1996/07/19,264,2855,M
FRANK,MUELLER,1985/12/04,265,1042,M
BERND,GRAF,1946/06/17,266,1028,G
FRANK,SCHMIDT,2002/08/29,267,3738,S
HELMUT,SCHNEIDER,1956/10/06,268,941,S
CHRISTIAN,SCHMIDT,2008/11/27,269,3719,S
MARKUS,LANGE,1997/05/29,270,1287,L
MANFRED,MEYER,1952/03/14,271,1161,M
CHRISTIAN,HORN,1950/07/13,272,228,H
THOMAS,WEBER,1984/10/16,273,2710,W
KLAUS,WAGNER,1955/06/23,274,414,W
CHRISTOPH,SCHNEIDER,1969/07/19,275,4546,S
JENS,SCHNEIDER,1963/07/28,276,354,S
MATTHIAS,MUELLER,1967/12/11,277,2957,M
UWE,SCHMITZ,1946/11/18,278,3856,S
KLAUS,RICHTER,1957/01/03,279,3707,R
MATTHIAS,MAYER,1967/02/05,280,181,M
WALTER,KOEHLER,1935/07/18,281,4403,K
FLORIAN,LEHMANN,1969/07/21,282,3437,L
PETER,LANG,1969/02/23,283,4812,L
KLAUS HEINRICH,KUHN,1986/03/26,284,439,K
STEFAN HORST,BECK,2007/09/22,285,122,B
ANDREAS,MEIER,1934/04/11,286,2859,M
JOACHIM,HOFMANN,2005/12/07,287,2826,H
JOERN,KOCH,1987/12/17,288,142,K
JENS,WEBER,2001/05/26,289,4840,W
THOMAS,WAGNER,2003/05/04,290,1765,W
UWE,LEHMANN SCHROEDER,1963/09/03,291,3989,L
LARS,KAISER,1998/05/21,292,3646,K
KAI,THOMAS,1924/12/20,293,1163,T
WOLFGANG,VOGEL,1930/02/17,294,4868,V
SEBASTIAN,HUBER,1985/06/05,295,3550,H
HEINZ,SCHROEDER,1945/05/04,296,481,S
WERNER STEFAN,MUELLER,1992/06/06,297,4513,M
KARL,BAUMANN,1964/08/18,298,4690,B
ALEXANDER,JAEGER,1956/01/06,299,4152,J
OTTO,MUELLER,1960/06/30,300,4981,M
HELMUT,KRAUSE,1969/10/31,301,3711,K
WERNER,LORENZ,1956/04/08,302,2879,L
CHRISTOPH,SIMON,1960/09/04,303,3106,S
THOMAS,KOEHLER,1960/12/29,304,3975,K
HOLGER,VOGEL,1968/09/16,305,782,V
WOLFGANG,LANG,1962/09/03,306,4372,L
STEFAN,HEINRICH,1976/10/14,307,4159,H
ROLF,KRUEGER,1967/04/29,308,4765,K
ROLF,HAHN,2004/08/19,309,4186,H
STEFAN STEFAN,HERRMANN,1998/03/30,310,577,H
PATRICK,HUBER,1974/10/09,311,4116,H
RENE,HOFFMANN,1995/01/22,312,814,H
MANFRED,KRAUSE,1997/08/12,313,1961,K
PETER,LEHMANN,1975/08/20,314,1742,L
SVEN,SEIDEL,2002/04/01,315,3763,S
HORST,SCHULZE,1970/12/10,316,945,S
DANIEL,MUELLER,1954/06/21,317,2725,M
HEINZ,SCHOLZ,1938/12/28,318,2583,S
MATTHIAS,SCHUSTER,1932/07/16,319,3446,S
PETER,KUEHN,1982/02/09,320,3958,K
MATTHIAS,MEIER,1985/12/30,321,503,M
HERMANN,POHL,1965/02/09,322,3068,P
NORBERT,SCHMIDT,1935/06/16,323,104,S
HORST,MAIER,1969/01/14,324,2544,M
ALEXANDER,SCHOLZ,1954/12/12,325,4015,S
DANIEL,FRANKE,1962/05/07,326,1859,F
PAUL,SCHMIDT,1976/07/16,327,1239,S
RALFC,KUEHN,2005/11/25,328,2869,K
RALF,KUEHN,2005/11/25,328,3839,K
HANS,SCHMITT,1945/08/14,329,4,S
HRANS,SCHMITT,1945/08/14,329,1957,S
MANFRED,MUELLER,1956/09/06,330,1105,M
HORST,KOCH,1943/04/17,331,3143,K
WOLFGANG,WAGNER,1957/08/16,332,4596,W
MARKUS,SAUER,1943/12/11,333,931,S
WERNER,BECKER,1962/12/25,334,3370,B
ROLF,BAUER,1959/08/25,335,2170,B
JUERGEN,WALTER,1954/07/27,336,3225,W
FRANK,KLEIN,1930/08/20,337,3476,K
SVEN,KRUEGER,1992/01/22,338,240,K
HEIKO,BRAUN,2000/07/14,339,1151,B
JAN,KUEHN,1966/09/29,340,2376,K
GUENTHER MANFRED,SCHNEIDER,1932/07/18,341,1506,S
ROBEFRT,WEBEE,1926/06/16,342,209,W
ROBERT,WEBER,1926/06/16,342,1470,W
JUERGEN,JUNG,1939/04/09,343,1950,J
STEFAN,HERRMANN,1981/07/05,344,1896,H
MANFRED,MUELLER,1927/03/20,345,370,M
PETER,HOFMANN,1974/10/08,346,4106,H
WOLFGANG WERNER,SCHULZE,1984/05/29,347,1820,S
CHRISTOPH,SCHMIDT,1944/09/29,348,4567,S
ANDRE,VOGEL,1943/08/10,349,3122,V
MICHAEL,KRAEMER,1925/10/05,350,1583,K
MICHAEL,KRAWMER,1925/10/05,350,4609,K
HANS,KOERTIG,1958/06/25,351,1507,K
KLAUS,KOCH,1965/08/29,352,4566,K
WILHELM,LEHMANN,1937/10/04,353,281,L
VOLKER,FISCHER,1954/02/10,354,899,F
ULRICH,SCHMITT,1961/03/22,355,270,S
ANDREAS,SCHMITZ,1988/12/06,356,1978,S
ANDREAS,SCHMIRZ,1988/12/06,356,2651,S
NORBERT,FISCHER,1955/09/09,357,3347,F
FRITZ,KRAUSE,2000/08/08,358,4384,K
WOLFGANG HANS,HAHN,1967/08/11,359,225,H
KLAUS,WEBER,1984/03/15,360,3694,W
MARCO,MUELLER,1976/07/07,361,4875,M
RAINER,BUSCH,1935/02/22,362,3573,B
DIETER,SCHAEFR,1952/12/12,363,106,S
DIETER,SCHAEFER,1952/12/12,363,398,S
DIRK,HOFFMANN,1984/06/01,364,1223,H
DIRK,MEYER,2007/12/15,365,616,M
THOMAS,WOLF,1960/08/25,366,907,W
HERMANN,RICHTER,1995/01/31,367,258,R
ANDREAS,KUEHN,1954/08/05,368,1186,K
KLAUS,DIETRICH,1947/08/15,369,2366,D
ROLF,HOFFMANN,1954/02/20,370,4411,H
ANDREAS,SEIDEL,2005/06/30,371,527,S
HERBERT,VOIGT,1974/02/04,372,3399,V
HORST WERNER,RICHTER,2008/12/10,373,3221,R
PETER,VOGEL,1948/12/15,374,3354,V
KLAUS,ZIMMERMANN,1969/08/06,375,3714,Z
GUENTHER,SCHNEIDER,1980/08/07,376,1014,S
WERNER,KOERTIG,2003/02/18,377,4903,K
HEINRICH,KOCH,1969/10/15,378,1174,K
KLAUS,ALBRECHT,1996/08/14,379,1187,A
ANDREAS,WEBER,1965/12/30,380,1516,W
THOMAS,BAUER,1931/03/25,381,204,B
HORST,MEIER,1933/11/04,382,3633,M
SEBASTIAN,SCHNEIDER,2001/05/03,383,150,S
OLIVER,BAUER,1996/04/06,384,2553,B
HELMUT,WINTER,1986/05/14,385,3131,W
HANS,GRAF,1945/10/31,386,3184,G
DIRK,MUELLER,1977/03/09,387,2336,M
GEORG,SCHMID,1951/03/27,388,1618,S
WOLFGANG,SCHULZ,1940/02/01,389,2158,S
WOLFGANG,SCHULZ,1945/02/01,389,3871,S
MATTHIAS,BECKER,1940/07/17,390,466,B
KLAUS,THOMAS,1997/01/08,391,471,T
MANFRED,BECK,1950/08/18,392,4910,B
CHRISTIAN,MUELLER,1966/10/04,393,4380,M
GUENTHER,SCHULZE,1954/10/14,394,4251,S
THOMAS,JAEGER,1943/06/09,395,2584,J
ALEXANDER,KOEHLER,1939/03/18,396,3817,K
JOACHIM,ENGEL,1948/06/18,397,404,E
PETER,WINKLER,1986/12/14,398,248,W
SVEN,MUELLER,1998/10/23,399,2186,M
FRANK AXEL,HUBER,1961/08/09,400,3728,H
HERBERT,DIETRICH,1992/05/26,401,4150,D
KLAUS,MEIER,1972/03/20,402,3111,M
MARTIN,MUELLER,2002/08/10,403,2577,M
ANDREAS,HARTMANN,1945/12/19,404,2277,H
THOMAS,SCHMID,1955/01/21,405,3516,S
HORST,ENGEL,2001/06/29,406,943,E
GUENTHER,MUELLER,1991/04/09,407,1148,M
MATTHIAS,MUELLER,1947/05/26,408,4564,M
UWE THOMAS,GROSS,1963/12/18,409,316,G
GUENTHER,MUELLER,1935/09/17,410,2910,M
GEORG,ZIEGLER,1972/05/25,411,1453,Z
GEORG,ZIEGLER,1972/05/20,411,1909,Z
HORST MATTHIAS,NEUMANN,1963/01/05,412,627,N
MICHAEL,SCHAEFER,2005/01/28,413,2493,S
WALTER,HUBER,1965/09/11,414,2379,H
WERNER,WALTER,2006/03/02,415,2418,W
JOACHDIM,KLEIN,1982/06/24,416,604,K
JOACHIM,KLEIN,1982/06/24,416,2033,K
CARSTEN,GROSS,1979/11/10,417,2891,G
PETER,LANGE,1958/06/09,418,4984,L
CARSTEN,HARTMANN,1962/02/18,419,376,H
HELMUT,JAEGER,1971/06/09,420,3175,J
THORSTEN,RICHTER,1990/06/09,421,1261,R
HANS,KELLER,1945/11/11,422,549,K
KARL,FISCHER,1955/10/22,423,2897,F
KLAUS,WOLF,1963/04/22,424,1892,W
WERNER,FRANK,1989/06/03,425,415,F
JAN,SCHROEDER,1971/11/12,426,2815,S
WILHELM,HORN,1965/10/23,427,3132,H
JUERGEN,MUELLER,1985/06/23,428,304,M
ANDREAS,WEBER,1951/11/04,429,1165,W
GUENTHER,MARTIN,1968/05/16,430,484,M
GUENTHER,MARTIN,1968/05/26,430,3716,M
MATTHIAS OLIVER,KOCH,1968/10/22,431,4458,K
HELMUT,WINTER,1967/01/26,432,1201,W
HELMMUT,WINTER,1967/01/26,432,3879,W
DANIEL,ALBRECHT,1981/01/28,433,772,A
PHILIPP,MUELLER,1936/01/27,434,165,M
KLAUS,LANG,1967/11/15,435,2977,L
JUERGEN,MUELLER,1934/06/14,436,4188,M
JAN,SAIER,1939/09/22,437,273,S
JAN,SAUER,1939/09/22,437,2659,S
THORSTEVN,MUELLER,1951/03/28,438,2261,M
THORSTEN,MUELLER,1951/03/28,438,4447,M
MARK,KOCH,1960/09/27,439,2954,K
MAIK,ROTH,1963/06/30,440,1650,R
ERICH,RICHTER,1997/01/30,441,629,R
WERNER,GUENTHER,1998/05/23,442,1268,G
PETER,MUELLER,2002/01/21,443,3269,M
CHRISTOPH,WALTER,1926/04/13,444,2160,W
WOLFGANG,LEHMANN,2008/05/29,445,2320,L
UWE,FISCHER,1973/01/04,446,1947,F
FRANK,SCHMIDT,1969/08/20,447,3955,S
MICHAEL,MUELLER,1929/04/21,448,4755,M
THORSTEN,SCHNEIDER,1950/08/29,449,1801,S
DIETER,LEHMANN,1954/04/17,450,1122,L
ANDRE,MAIER,1996/09/17,451,2782,M
MARK,MUELLER,1965/02/09,452,39,M
STEFAN,FRANK,1969/01/30,453,2270,F
HEINRICH,HUBER,1977/01/14,454,43,H
JUERGEN,THOMAS,1992/10/24,455,1071,T
JUERGEN,THOMAS,1987/10/24,455,2514,T
RALF LARS,SCHMID,1954/07/18,456,1983,S
GUENTHER,SCHOLZ,1963/09/17,457,2166,S
HANS,MAIER,1948/04/30,458,2291,M
DIETER,FRIEDRICH,1995/01/06,459,1533,F
KLAUS,KOERTIG,1964/09/02,460,3972,K
WOLFGANG ERICH,SCHMITZ,1992/10/12,461,3357,S
HORST,MUELLER,1967/03/20,462,2373,M
STEFAN UWE,WAGNER,1936/10/25,463,211,W
ALEXANDER,MARTIN,1961/03/04,464,1238,M
HEIKO,BECK,1930/08/05,465,4107,B
HERMANN,WOLF,1957/08/01,466,3904,W
JUERGEN,KOCH,1949/06/01,467,3742,K
DIETER,SOMMER,2005/02/07,468,4795,S
THOMAS,MOELELR,1981/09/21,469,1885,M
THOMAS,MOELLER,1981/09/21,469,2127,M
KLAUS,HOFMANN,1930/11/02,470,895,H
RAINER,VOGEL,2001/06/19,471,2017,V
RAINER,HOFFMANN,1978/12/10,472,2099,H
RAINER,HOFFMSNN,1978/12/10,472,2961,H
PETER,SCHOLZ,1982/09/12,473,81,S
ERICH,SCHNEIDER,1939/04/08,474,1611,S
CARSTEN,ENGEL,1950/05/27,475,3337,E
UWE,SCHMITT,1936/06/07,476,3211,S
STEFAN,RICHTER,1942/09/25,477,4081,R
VOLKER,LANG,1994/05/08,478,4407,L
