first_name,last_name,dob,ent_id,id,block
MARCO,MEYER,1964/05/03,4150,1665,M
RENE,BERGER JUNG,1950/09/23,4211,3702,B
FRANK,RICHTER,1954/09/05,4233,2524,R
FRANK,PETERS,1990/06/01,4339,2980,P
MICHAEL,SCHAMIDT,1996/09/19,4341,4181,S
HORQST,GUENTHER,1965/01/08,4348,2315,G
MANFRED,MEYER,1949/08/27,4376,4591,M
PETER,KAISEP,1992/10/13,4395,3931,K
HORST FRIEDRICH,LANGE,1975/04/19,4399,3144,L
UWE,BECKER,1967/09/11,4496,2942,B
ELKE,NEUMANN,1943/05/06,4517,7286,N
MARIANNE,BECK,1949/08/22,4519,9595,B
ELISABHETH,NEUMANN,1932/02/09,4523,9239,N
PETRA,SCHUMACHER,1928/10/17,4527,8575,S
BIRGIT,ZIMMERMANN,1989/12/07,4545,7893,Z
JOHANNA,OTTO,1967/03/01,4562,7191,O
ELFRIEDSE,SCHULZ,1989/05/21,4582,7238,S
BARBARA,HOFFMANN,1942/06/01,4589,5626,H
PETRA,KRAUW,1984/12/13,4600,9375,K
ILSE,SCHOLZ,1949/07/21,4603,9011,S
LIESELOTTE,SCHNWIDER,1976/04/02,4619,9377,S
CHRISTA,GUENTHER,1975/06/27,4652,6032,G
CHRISTA,GUENTHER,1969/10/29,4707,9283,G
INGE,SCHMIDT,1993/08/13,4751,8233,S
GERTRUD,BECKER,1982/01/12,4773,9666,B
MANUELA,BUSCH,1970/03/05,4845,9836,B
CLAUDIA,DIERRICH,1974/03/08,4885,7882,D
URSULA,SCHULZ,1982/03/22,4904,9904,S
CLAUDIA,SCHROEDER,1989/08/31,4950,9848,S
MARGARETE,HOFFMANN,1964/03/26,4972,9178,H
ELISABIETH,MUELLER,1947/08/20,5005,9778,M
HELGA,BUSCH,2004/07/17,5024,8456,B
EDITH,WEGER,1944/03/31,5082,9464,W
URSULA,SCHNEIDER,1997/10/23,5089,7543,S
INGRID,HOFFMANN,1968/10/11,5093,9518,H
UTE,HERRMANN,1959/09/27,5126,6872,H
INGRID,SIMON,2007/02/17,5238,8385,S
RENASTE,OTTO,1943/08/29,5306,7866,O
INGEBORG,BECLER,2000/01/21,5342,7696,B
RENATE,BERGXER,1970/01/27,5344,9313,B
ANGELIKA,LANGE,1960/04/08,5347,7268,L
GABRIELE,KOCH,1490/05/02,5368,7649,K
ILSE,SCHUBERT,1935/08/14,5414,7717,S
IRMGARD,MAUER,1971/06/06,5430,9913,M
GISELA,SEIDEL,1985/03/22,5438,8061,S
RENATE,SCHNEIDER,1893/04/12,5451,6567,S
ELISGABETH,WEBER,1978/08/24,5480,8554,W
KARIN,SCHROEDER,1934/02/04,5495,8960,S
BRIGITTE IRMGARD,ZIMMERMANN,1954/12/10,5526,8834,Z
GISELA,SCHMITZ,1950/02/14,5597,9599,S
NICOLE,MEYER,1988/02/27,5598,8797,M
BRIGISTTE,WAGNER,1960/09/14,5606,9045,W
PETRA,BAUER,1969/07/08,5657,7736,B
PETRA,PETERS,1953/05/26,5679,9229,P
SIGRID,MEYER,1966/05/10,5684,7887,M
MONIKA,SCHAEOER,1934/03/21,5747,6759,S
EDITH,MUELLER,2007/10/26,5765,7361,M
GISELA,WEBER,1979/12/25,5813,8566,W
SABINE KARIN,WEBER,1959/11/14,5841,8179,W
RENATE,SCHWARZ,1962/12/28,5859,9570,S
ANDREA,KLCIN,1944/01/28,5930,7362,K
ANNA,SCHMIDT,1949/01/03,5975,8828,S
ILSE ANNA,SCHUMACHER,1958/12/25,5990,9303,S
GERTRUD,OTTO,1939/03/10,6022,9404,O
HELGA,SCHROEDER,1949/01/05,6023,7695,S
CHRISTINE,LUDWIG,1950/06/25,6027,9066,L
KATHARINA,MUELLER,1968/03/20,6051,8926,M
INGRID,MAYDR,1955/12/04,6107,9796,M
GISELA,KOEHLER,1995/10/01,6137,8833,K
NADINE,JUNB,2007/11/04,6146,8605,J
SABINE,WIKLER,1941/02/11,6153,9800,W
ANGELIKA,SCHULZ,1947/07/24,6177,6768,S
GISIELA,KOCH,1939/01/07,6183,7388,K
KARIN,MEOER,1939/04/28,6203,7170,M
TANJA,SCHMIDT,1976/12/23,6224,7508,S
ANDREA,SCHULZE,1973/10/28,6292,9097,S
MARIA,FUCHN,1929/12/12,6297,6662,F
KARIN,SCHAEFER,1932/02/25,6361,6946,S
MONIKKA,SCHAEFER,1977/05/17,6383,9608,S
JUTTA,SCHNEIDER,2001/08/29,6409,9999,S
URSGULA RENATE,SCHROEDER,1956/02/22,6412,7979,S
BARBARA,SCHUHERT,2004/08/06,6419,9428,S
BAERBCEL,WERNER,1930/06/22,6426,7604,W
HELGVA KATHARINA,KLEIN,1951/04/18,6474,9299,K
HEIKE,BERGER,1963/07/13,6600,8742,B
URSULA,SCHUBERT,1958/04/16,6627,7323,S
GISELA,HOFFMANN,2004/02/23,6635,9957,H
SABINE,LANGE,1953/01/05,6639,9389,L
SABINE,BECKER,1968/05/01,6679,8679,B
GERTRUD,MYAER,1952/02/27,6685,8753,M
INGE,MAIDR,2006/12/18,6706,8176,M
URSULA,LORENZ,1957/12/20,6717,8707,L
SUSANNE,OTTO,1764/10/14,6757,7563,O
HELYGA,KRAUSE,1971/12/22,6783,8012,K
SABIINE,FISCHER,1965/01/12,6822,8222,F
CHRISTINE,SCHWARZ,1930/05/31,6841,9328,S
MARGARETE,SCHWARZ,1997/03/17,6877,8082,S
GERTRUD,KUHN,1960/03/09,6889,9821,K
SUSANNE,RICHTER,1998/06/23,6900,8634,R
HELGAE,SCHNEIDER,1993/06/25,6917,8671,S
HANNELORE,MEYER,1939/11/27,6956,9460,M
JOHANNA,SAUER NEUMANN,1969/11/05,6976,7167,S
INGE,WOLF,1973/12/05,7002,8150,W
INGRID HELGA,KRAUSE,2009/04/20,7014,9208,K
HILDEGARD,MECER,1937/09/06,7093,8259,M
KARIN,KRUS,1953/02/02,7121,6129,K
KATHRYIN,SCHMIDT,1964/10/20,7166,8800,S
MARIHA,LEHMANN,1945/04/17,7175,8364,L
ELKE,NEUMANN,1992/03/17,7252,7350,N
INGRID,SCHMITZ,1970/02/24,7307,9237,S
PETRA,ENGEL,1938/07/06,7375,9602,E
KARIN BIRHIT,KELLER,1941/02/28,7394,7180,K
MONIKA,MUELLEF,1950/11/15,7408,8338,M
ELKE,WEBER,1949/04/11,7479,7799,W
ERIKA,SEIDEL,1975/03/24,7480,8507,S
KATHHRIN,MEIER,1932/06/28,7540,9623,M
STEFANIE,HAAS,1982/02/17,7542,9423,H
ANDREA KARIN,KOH,1980/12/05,7576,9278,K
GERTRUD,MUELLER,1964/07/11,7616,8567,M
CHRISTINE,MUELLER,1937/07/18,7619,7580,M
ERIKA,WEISS,2007/09/14,7622,8152,W
HANNELORE,SCHUTSER,1970/05/08,7636,9630,S
BARBARA,MAYERB,1971/05/04,7643,9155,M
MARION,STEIN,1989/07/18,7698,7295,S
ERIKA ERIKA,NEUMANN,1975/07/03,7722,9315,N
MARION,SCHULZ,2004/06/24,7802,8050,S
SUSANNE,FRANK,1939/05/13,7810,6700,F
ILSE,VIIGT,1958/08/03,7841,7911,V
ANJA,ENGEL,1970/10/16,7863,9887,E
HELMGA,SCHMITZ,1970/01/08,7984,8760,S
ELFRIEDE,SCHMIDT,1941/09/05,8030,7871,S
FRIEDA,RICHTER,1979/07/31,8050,7519,R
WALTRAKUD,SCHULZ,1991/02/02,8110,8282,S
PETRA,KAISER,1999/05/30,8124,9586,K
ANDREA SUSANNE,WEISS,1944/05/26,8130,9269,W
MARIA,LANG,1939/04/17,8161,8293,L
INGEBORG,SCHULZ,1956/10/05,8164,9616,S
BIRGIT,MEYER,1924/06/06,8167,9862,M
CLAUDIA,BECKER,1997/07/05,8216,9495,B
SABINE,KAISER,1937/12/26,8290,9082,K
ANJA,FISCHER,1980/07/31,8339,9077,F
ANNA,FRANK,1962/08/17,8375,9714,F
STEFANIE,KRAUSE,1972/03/24,8425,8363,K
HELGA,RICHTER,1988/02/03,8431,8950,R
NICOLE,FRANJE,1931/04/26,8444,8450,F
HELGA,WINKLER,1959/03/23,8452,9648,W
ANGELA,SCHULZ,1973/04/12,8508,9332,S
ILSE,SOMMER,1938/07/04,8516,8249,S
HELGA,LEHQANN,1971/03/05,8527,6108,L
CHRISTEL,SCHROEDER,1965/09/01,8560,8841,S
URSUELA,KRAUSE,1973/02/24,8629,7867,K
HELGA,GUENTHER,1953/01/11,8637,9734,G
INGRID,BAUER,1997/07/13,8644,9167,B
GISELA,WOLX,1947/03/14,8751,6488,W
IRMGARD,WEBER,1970/01/01,8768,9057,W
EDITH,OTTO,1973/19/14,8777,9864,O
HELGA,HOFFMANN,1964/05/17,8794,7020,H
SABINE,ZIEGLER,1989/11/03,8800,7993,Z
URSULA,SCHNEIDER,1982/06/03,8804,9038,S
CHRISTA,SCHUBERT,1928/04/19,8830,8741,S
WALTRAUD,HERRMANN,1992/12/17,8839,9857,H
BIRGIT,BAUER,1964/04/12,8856,9257,B
MARION,BRANDT,1946/06/23,8858,7722,B
ELKE,MAIER,2002/08/05,8877,9930,M
ILSE,KOEHLER,1947/11/28,8891,5350,K
ANNA,FRANKE,1992/12/14,8912,7215,F
JUTTAY,SOMMER,2004/05/24,8934,9449,S
DAGMAR,SCHROEDER,1991/04/07,8973,7849,S
GUENTHER,PFEIFFER,1995/08/08,2,4253,P
WOLFGANG HORST,MUELLER,1987/11/01,15,3375,M
OLIVER,STEIN,1964/08/03,60,4410,S
UWE,MEYER,1961/10/20,73,4977,M
CHRISTOPH,SCHUSTER,1960/05/12,79,1207,S
ANDREAS,MUELLER,1988/04/07,112,4134,M
JAN,WAGNER,1977/08/07,122,4444,W
ROLF,STEIN,1953/06/23,134,2248,S
JUERGEN,SCHMITZ,2003/01/20,135,1674,S
MARTIN,SCHUBERT,1948/11/20,144,178,S
MATTHIAS,KUEHN,2003/07/04,152,585,K
MARTIN,BUSCH,1956/03/20,162,2172,B
HEINRICH,BAUER,1967/07/12,179,1167,B
RAINER,SCHULZE,1978/01/12,187,2474,S
HORST,SCHUBERT,1927/04/14,198,3092,S
RAINER,FISCHER,1962/04/30,203,3392,F
STEFAN,NEUMANN,1973/12/28,224,2071,N
CHRISTIAN,MEYER,1997/06/07,241,3187,M
PETER,SCHOLZ,1957/03/20,258,3864,S
PETER,ALBRECHT,1968/06/01,259,2652,A
WOLFGANG,ENGEL,2007/12/19,263,3164,E
MATTHIAS,MAYER,1967/02/05,280,181,M
WERNER,LORENZ,1956/04/08,302,2879,L
MANFRED,KRAUSE,1997/08/12,313,1961,K
HANS,SCHMITT,1945/08/14,329,4,S
SVEN,KRUEGER,1992/01/22,338,240,K
JOACHIM,ENGEL,1948/06/18,397,404,E
HORST,ENGEL,2001/06/29,406,943,E
KLAUS,WOLF,1963/04/22,424,1892,W
ANDREAS,WEBER,1951/11/04,429,1165,W
THORSTEVN,MUELLER,1951/03/28,438,2261,M
RAINER,VOGEL,2001/06/19,471,2017,V
DIETER,SCHMIDT,2006/06/22,490,1991,S
GERHARD,WAGNER,1977/01/12,501,3524,W
CHRISTIAN,PETERS,1940/01/11,517,2606,P
MARKUS JOERG,NEUMANN,1960/10/13,546,2632,N
MARTIN,SCHMID,1965/10/19,569,4291,S
WOLFGANG,SCHMITZ,1969/07/05,582,3273,S
STEFAN,NEUMANN,1983/11/22,586,1205,N
CHRISTIAN,FRANK,1970/11/18,606,2601,F
STEFAN,MUELLER,1959/01/07,613,3349,M
KLAUS,BECKER,1946/10/09,621,4164,B
FRANK,SCHMIDT,1998/09/24,625,3282,S
WERNER,FRANKE,1977/04/12,638,3597,F
HERMANN,KOERTIG,1970/02/15,641,4605,K
GERD,LEHMANN,2007/10/10,656,4406,L
JUERGEQN,MUELLER,1964/05/24,663,929,M
JAN,SCHULZE,2008/10/03,668,3306,S
WOLFGANG,MAYER,2001/06/05,716,2501,M
OLIVER,KRAUSE,1993/10/21,746,290,K
ROLF WOLFGANG,HARTMANN,1938/11/14,754,3637,H
MATTHIAS,MUELLER,1993/07/25,776,4899,M
HERMANN,KOCH,1925/07/07,797,462,K
MICHAEL,KELLER,1984/08/05,834,163,K
WALTER,MUELLER,1993/01/01,835,1370,M
DANIEL,WINTER,1955/10/20,853,4057,W
HELMUT JENS,SCHUBERT,1967/05/12,879,656,S
JOERG,SEIDEL,1980/08/11,885,760,S
DIETER,KUEHN,1977/09/11,887,1494,K
MARTIN,SCHNEIDER,1971/07/12,890,2491,S
ANDREAS,MUELLER,1955/02/16,891,1677,M
HORST,BECK,1967/07/08,902,1999,B
GUENTHER,KUHN,1982/11/07,904,847,K
JUERGEN,RICHTER,1965/12/08,917,4063,R
GERHARD,WOLF,2007/01/21,927,4325,W
RENE,GUENTHER,1973/07/26,948,3674,G
MARTIN,HAHN,2008/07/28,953,844,H
ANDREAS,KUEHN,1984/05/19,956,2549,K
ANDREAS,SCHMIDT,1980/07/28,971,4194,S
HANS,SCHAEFER,1929/07/03,1003,932,S
GERHARD,SCHULZE,1946/09/20,1007,1023,S
FRANK,FRANKE,1924/01/04,1013,3239,F
PETER,HOFWANN,1925/03/21,1038,3012,H
CARSTEN,ZIMMERMANN,1989/10/28,1055,3743,Z
GERHARD,SCHULZ,1973/06/23,1056,3065,S
JOERG,KRAUSE,1984/04/11,1063,205,K
GERHARD,VOGEL,1944/07/08,1101,2536,V
KLAUS,SEIDEL,1992/05/05,1104,864,S
HORSTX,MUELLER,1991/09/07,1112,38,M
ALFRED JAN,SCHULZ,1972/12/06,1115,3681,S
DIETER,KRAUSE,1962/06/16,1120,4353,K
PETEAR,LORENZ,1961/09/06,1148,1040,L
MICHCAEL,GRAF,1964/12/13,1179,1449,G
WERNER,BECKDR,1939/03/15,1196,3840,B
THOMAS,KRAUSE,1958/08/18,1198,2402,K
MATTHIAS,FRANK,1959/07/21,1217,4277,F
OTTO,MUELLER,1988/11/27,1242,3893,M
ANDREAS,SCHAEFER,1954/07/30,1267,2943,S
WALTER,ROTH,1974/05/30,1281,2824,R
ANDREAS,WEBER,1947/03/19,1283,1599,W
FRANK,LEHMANN,1951/08/18,1284,226,L
FRANK,SCHULZE,1944/06/13,1288,3348,S
UWE,KRUEGER,1950/04/28,1292,4608,K
CHRISTIAN,NEUMANN,1986/01/21,1294,1873,N
CHRISTIAN,KOCH,1950/12/09,1338,3861,K
JUERGEN,KRUEGER,1961/03/28,1341,2912,K
MARK,HOFFMANN,1978/11/12,1349,2400,H
WERNER,MUELLER,1955/08/06,1380,2864,M
HORST,SCHWARZ,1950/05/17,1414,1825,S
WILHELM JAN,LORENZ,1959/09/06,1420,1774,L
LARS,SCHULZ,1951/09/14,1422,1157,S
GERHARD,MEYER,1948/10/24,1430,1784,M
MARCO,PFEIFFER,1942/06/07,1450,3567,P
HEINZ,WINKLER,1965/12/07,1478,1867,W
ANDREAS,MUELLER,1953/11/19,1500,3252,M
KLAUS,BERGER,1976/01/11,1514,1359,B
GERHARD,MUELLER,1959/10/01,1519,4607,M
STEFAN,SCHMIDT,1975/07/19,1530,707,S
KARL,KRAUS,1926/04/09,1557,3890,K
JOERG,SCHROEDER,1955/09/25,1579,58,S
PETER,BECKER,1930/01/30,1591,2702,B
TOBIAS,WINTER,1925/03/20,1624,1929,W
ANDREAS,ZIMMERMANN,1928/01/19,1627,3264,Z
ROBERT,SCHROEDER,2001/12/64,1632,243,S
JENS,SCHNEIDER,1938/03/29,1659,3398,S
GERHARD,FUCHS,1925/04/28,1666,3483,F
CHRISTIAN,HAHN,1965/06/02,1667,3859,H
WALTER JUERGEN,MEIER,1993/09/26,1674,3048,M
GERHARD,HOFFMANN,1960/08/25,1678,483,H
KLAUS,STEIN,1978/08/02,1681,1102,S
DIETER,SCHMIDT,1982/10/01,1700,1383,S
HELMUT,BECKER,1994/08/13,1704,1412,B
OTTO,KRAUSE,1958/09/08,1705,4820,K
MANFRED,KELLER,1967/07/29,1724,569,K
PETER,SCHNEIDER,1928/05/08,1737,2113,S
THOMAS,SCHMIDT,1965/02/05,1763,3954,S
KURT,FRIEDRICH,1967/06/20,1764,449,F
RAINER,WEBER,1995/03/22,1781,470,W
ROLF JOERG,HUBER,1991/08/15,1787,3396,H
JOERG,WEBER,1959/06/28,1799,1756,W
STEFAN,SCHULTE,1979/01/08,1801,2887,S
GUENTHER,SCHMIDT,1953/06/21,1807,3432,S
FRITZ,SCHUBERT,1970/03/17,1819,4821,S
MICHAEL,SCHMITT,2004/04/14,1826,4007,S
MAIK,WOLFF,1978/04/26,1832,3410,W
HELMUT,NEUMANN,1987/08/07,1841,4588,N
ANDREAS,GROSS SCHNEIDER,2005/11/30,1843,4897,G
JUERGEN ALEXANDER,MUELLER,1980/04/06,1847,2590,M
GUENTHER,KOCH,1954/01/26,1850,620,K
PETER,SCHULZ,1985/09/13,1855,3663,S
CHRISTIAN,HOFMANN,1982/07/19,1858,4303,H
ANDREAS,RICHTER,1956/05/05,1873,3911,R
MANFRED,HOFMANN,1973/04/25,1880,4333,H
NORBERT,HEINRICH,1963/11/09,1882,840,H
JENS,DIETRICH,1938/12/22,1893,4245,D
ERWIN,FRANKE,1960/07/15,1896,2526,F
KLAUS,BECKGR,1966/11/02,1927,1072,B
HELMUT,SCHNEIDER,1939/01/20,1928,292,S
CHRISTIAN,MAIER,1942/02/02,1968,3261,M
STEFAN,GUENTHER,1926/04/28,2028,3227,G
JUERGEN,WOLFF,1939/07/24,2039,322,W
PETER,MUELLER,1950/04/02,2048,336,M
KARL,WEBER,2000/05/02,2073,1330,W
DANIEL,MAYER FISCHER,2003/12/15,2086,4948,M
PETER,WAGNER,2002/04/21,2089,2816,W
MARTIN,BERGMANN,1992/08/30,2101,4330,B
DIETER,HARTMNN,1965/11/08,2120,1941,H
MARCO,LEHMANN,1944/07/16,2121,885,L
KARL,THOMAS,1943/03/08,2124,2675,T
HANS,SCHNEIDER,1976/02/13,2147,4625,S
CARSTEN,POHW,1930/03/14,2162,1806,P
THOMAS,SCHAEFER,1978/05/19,2171,3874,S
WOLFGANG,WAGMER,1971/05/06,2187,4565,W
THORSTEN,MEYER,1932/10/15,2250,1015,M
GUENTHER,MEYER,1978/05/17,2258,156,M
CHRISTIAN,FISCHER,1999/12/21,2273,3378,F
RAINER,VOGEL,2003/11/17,2274,535,V
GUENTHER KURT,LANGE,1986/01/07,2280,463,L
FRANK,SCHNEIDER,1967/10/25,2311,619,S
PAUL,THOMAS,1939/09/12,2329,3435,T
HARALD,SCHAEFER,1986/01/28,2345,3154,S
ANDREAS,HARTMANN,1971/02/07,2407,1296,H
STEFAN,WEBER,1972/10/04,2424,3377,W
OLANF,GROSS,1997/03/12,2426,3708,G
OLIVER,KOCH,1954/01/20,2468,1107,K
BERNHARD,SCHOLZ,1938/10/03,2492,4486,S
STEFAN,PETERS,1999/05/14,2495,347,P
STEFAN,BAUMANN,1999/08/30,2501,4355,B
GUENTHER,MUELLER,1993/11/19,2510,1295,M
DETLEF,WOLF,1979/07/03,2513,1353,W
BERND,MUELLER,1998/12/30,2529,1210,M
KARL,SCHMIDT,1961/11/21,2564,4511,S
MARTIN,WEBER,1990/03/28,2577,3046,W
ANDREAS,LANG,1931/08/14,2600,2525,L
PETER,GROSS,1980/04/21,2685,247,G
SVEN,KRUEGER,1988/01/12,2687,1819,K
THOMAS,SOMMER,1986/09/05,2692,37,S
THOMAS,MUELLER,1966/10/20,2694,775,M
BERND,SCHMIDT,1986/06/20,2713,3644,S
DIETER MATTHIAS,MEYER,1983/10/13,2738,3076,M
ANDREAS,MEYER,1963/09/04,2767,4175,M
ROLF WOLFGANG,KRAUSE,1955/12/21,2781,136,K
OLIVER VOLKER,HORN,1986/03/08,2787,2188,H
GUENTHER,SIMON,1965/02/06,2822,3022,S
HOLGER,HAHN OTTO,1965/07/20,2841,4807,H
DIETER,SCHWARZ,1968/12/02,2863,2031,S
WOLFGANG,WOLF,1972/07/11,2882,3575,W
CARSTEN,HERRMANN,1962/11/08,2894,1218,H
MARKUS,VOGEL,1962/03/09,2900,4799,V
GERHARD,WALTER,1979/12/03,2903,222,W
WERNER,HOFFMANN,1964/11/17,2911,4524,H
MICHAEL,HERRMANN,1997/11/18,2920,1757,H
WERNER,FISCHER,1960/06/21,2954,1982,F
ANDREAS,HOFMANN,1979/02/19,2971,2985,H
UWE,HARTMANN,2001/10/22,3007,3997,H
WOLFGANG,ZIMMERMANN,1936/04/22,3010,1246,Z
JUERGEN,SCHMID,1962/12/11,3011,2276,S
FRANK,MEYER,1974/05/06,3031,2148,M
WILLI,OTTO,2004/10/28,3040,3829,O
JUERGEN,SIMON,1971/04/24,3059,2249,S
JOERG,SCHULZ,1976/02/04,3079,4721,S
JENS,KRUEGER,1982/06/25,3080,4172,K
THORSTEN OLIVER,SCHULZ,1983/09/20,3082,557,S
STEFAND JENS,MUELLER,1938/03/26,3113,1735,M
CHRISTIAN,WEBER,1996/05/29,3115,2996,W
MARTIN,SCHMITZ,1940/06/30,3129,2080,S
STEFAN,RICHTER,1946/03/22,3146,4269,R
MANFRED,SCHMITT,1931/07/15,3158,232,S
THORSTEN,MAYER,1964/12/17,3168,1621,M
MARCEL,MEYER,1961/12/22,3178,1294,M
WERNER,SIMON,1963/05/14,3183,2721,S
